"","Date.Lost","Species","NumberBirds","Region","Longitude","Latitude","TrapChecked","TrapName"
"318","22-01-2015","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",317
"319","24-01-2015","Cockatiel",1,"Auckland",174.7399473,-36.9033664,"Y",318
"320","25-01-2015","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",319
"321","26-01-2015","Cockatiel",1,"Northland",174.323708,-35.7251117,"Y",320
"322","24-01-2015","Cockatiel",1,"Northland",174.323708,-35.7251117,"Y",321
"323","30-01-2015","Cockatiel",2,"Northland",174.323708,-35.7251117,"Y",322
"324","03-02-2015","Cockatiel",1,"Waikato",175.4671792,-37.891119,"Y",323
"325","02-02-2015","Cockatiel",1,"Auckland",174.9243831,-36.8929478,"Y",324
"326","05-02-2015","Cockatiel",1,"Waikato",175.2402786,-37.7912079,"Y",325
"327","09-02-2015","Cockatiel",1,"Bay of Plenty",176.2982006,-37.7329492,"Y",326
"328","08-02-2015","Cockatiel",1,"Bay of Plenty",176.1923391,-37.6525462,"Y",327
"329","02-02-2015","Cockatiel",1,"Auckland",174.9243831,-36.8929478,"Y",328
"330","08-02-2015","Cockatiel",1,"Wellington",175.021147,-41.140618,"Y",329
"331","15-02-2015","Cockatiel",8,"Auckland",174.6507063,-36.9099123,"Y",330
"332","16-02-2015","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",331
"333","16-02-2015","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",332
"334","18-02-2015","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",333
"335","24-02-2015","Cockatiel",1,"Wellington",174.9080557,-41.2091655,"Y",334
"336","03-03-2015","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",335
"337","06-03-2015","Cockatiel",1,"Canterbury",172.1167584,-43.6920497,"Y",336
"338","08-03-2015","Cockatiel",2,"Auckland",174.4344388,-36.8244459,"Y",337
"339","09-03-2015","Cockatiel",1,"Auckland",174.8660979,-37.0271997,"Y",338
"340","13-03-2015","Cockatiel",2,"Auckland",174.7800541,-36.8129703,"Y",339
"341","18-03-2015","Cockatiel",1,"Bay of Plenty",176.2497461,-38.1368478,"Y",340
"342","23-03-2015","Cockatiel",1,"Bay of Plenty",176.1898174,-37.7534019,"Y",341
"343","27-03-2015","Cockatiel",1,"Tasman",173.2647784,-41.2883083,"Y",342
"344","31-03-2015","Cockatiel",1,"Auckland",174.87266,-36.9941017,"Y",343
"345","03-04-2015","Cockatiel",2,"Waikato",175.279253,-37.7870012,"Y",344
"346","03-04-2015","Cockatiel",1,"Canterbury",172.5804,-43.486254,"Y",345
"347","06-04-2015","Cockatiel",1,"Tasman",173.284188,-41.270474,"Y",346
"348","02-04-2015","Cockatiel",1,"Auckland",174.708197,-36.8939636,"Y",347
"349","12-04-2015","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",348
"350","30-03-2015","Cockatiel",1,"Kaipara",174.4503793,-36.6775241,"Y",349
"351","17-04-2015","Cockatiel",1,"Auckland",174.9436176,-37.0677049,"Y",350
"352","18-04-2015","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",351
"353","18-04-2015","Cockatiel",1,"Manawatu",175.2861796,-40.6222455,"Y",352
"354","19-04-2015","Cockatiel",1,"Auckland",174.8851256,-36.9173355,"Y",353
"355","20-04-2015","Cockatiel",1,"Northland",174.323708,-35.7251117,"Y",354
"356","18-04-2015","Cockatiel",1,"Auckland",174.6860273,-36.9055201,"Y",355
"357","19-04-2015","Cockatiel",1,"Auckland",174.7966955,-36.8274402,"Y",356
"358","20-04-2015","Cockatiel",1,"Auckland",174.9243831,-36.8929478,"Y",357
"359","20-04-2015","Cockatiel",1,"Auckland",174.7115847,-36.8665355,"Y",358
"360","24-04-2015","Cockatiel",1,"Auckland",174.753002,-36.7292124,"Y",359
"361","25-04-2015","Cockatiel",1,"Bay of Plenty",176.1836273,-37.6386541,"Y",360
"362","29-04-2015","Cockatiel",1,"Wellington",174.7732259,-41.3357294,"Y",361
"363","30-04-2015","Cockatiel",1,"Wellington",175.0083802,-40.9142336,"Y",362
"364","30-04-2015","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",363
"365","03-05-2015","Cockatiel",1,"Auckland",174.7213249,-36.9141473,"Y",364
"366","04-05-2015","Cockatiel",1,"Auckland",174.7249438,-36.7672213,"Y",365
"367","07-05-2015","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",366
"368","18-05-2015","Cockatiel",1,"Canterbury",172.6799767,-43.4700789,"Y",367
"369","20-05-2015","Cockatiel",1,"Tasman",173.0009842,-41.1240452,"Y",368
"370","22-05-2015","Cockatiel",1,"Wellington",174.776236,-41.2864603,"Y",369
"371","30-05-2015","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",370
"372","26-05-2015","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",371
"373","16-06-2015","Cockatiel",2,"Waikato",175.3406384,-38.1011567,"Y",372
"374","23-06-2015","Cockatiel",1,"Wellington",175.0083802,-40.9142336,"Y",373
"375","26-06-2015","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",374
"376","30-06-2015","Cockatiel",1,"Canterbury",172.6246077,-43.4823269,"Y",375
"377","01-07-2015","Cockatiel",1,"Wellington",174.8175657,-41.3168816,"Y",376
"378","15-07-2015","Cockatiel",1,"Waikato",175.5299286,-37.657196,"Y",377
"379","18-07-2015","Cockatiel",1,"Auckland",174.8910061,-36.8978532,"Y",378
"380","22-07-2015","Cockatiel",1,"Auckland",174.812086,-36.8789906,"Y",379
"381","26-07-2015","Cockatiel",1,"Auckland",174.741694,-36.9046678,"Y",380
"382","28-07-2015","Cockatiel",1,"Canterbury",172.6817389,-43.4986376,"Y",381
"383","31-07-2015","Cockatiel",1,"Auckland",174.7590093,-36.898014,"Y",382
"384","02-08-2015","Cockatiel",1,"Wellington",174.8175657,-41.3168816,"Y",383
"385","09-08-2015","Cockatiel",1,"Auckland",174.6999997,-36.9233601,"Y",384
"386","05-08-2015","Cockatiel",1,"Waikato",174.8717945,-37.8014057,"Y",385
"387","09-08-2015","Cockatiel",1,"Auckland",174.8827009,-36.9033539,"Y",386
"388","08-08-2015","Cockatiel",1,"Auckland",174.7851972,-36.9227811,"Y",387
"389","12-08-2015","Cockatiel",1,"Wellington",175.0083802,-40.9142336,"Y",388
"390","12-08-2015","Cockatiel",2,"Manawatu",175.6082145,-40.3523065,"Y",389
"391","22-08-2015","Cockatiel",1,"Wellington",175.0083802,-40.9142336,"Y",390
"392","19-08-2015","Cockatiel",1,"Auckland",174.687403,-36.7919539,"Y",391
"393","24-08-2015","Cockatiel",1,"Auckland",174.9253394,-37.0176385,"Y",392
"394","25-08-2015","Cockatiel",1,"Auckland",174.8707326,-36.9116458,"Y",393
"395","21-08-2015","Cockatiel",1,"Auckland",174.9384067,-36.9043484,"Y",394
"396","30-08-2015","Cockatiel",1,"Wellington",174.9765657,-41.1733603,"Y",395
"397","17-09-2015","Cockatiel",1,"Southland",168.3272886,-46.3581804,"Y",396
"398","17-08-2015","Cockatiel",1,"Auckland",174.6908141,-36.7245637,"Y",397
"399","17-09-2015","Cockatiel",1,"Auckland",174.9904319,-36.8832164,"Y",398
"400","25-09-2015","Cockatiel",1,"Auckland",174.7113463,-36.741515,"Y",399
"401","27-09-2015","Cockatiel",1,"Auckland",174.7155919,-36.8841017,"Y",400
"402","12-09-2015","Cockatiel",1,"Franklin",174.964145,-37.144035,"Y",401
"403","03-10-2015","Cockatiel",1,"Auckland",174.6999997,-36.9233601,"Y",402
"404","04-10-2015","Cockatiel",1,"Auckland",174.8670521,-37.0317577,"Y",403
"405","07-10-2015","Cockatiel",1,"Hawkes Bay",176.8392322,-39.6395783,"Y",404
"406","10-10-2015","Cockatiel",1,"Auckland",174.812086,-36.8789906,"Y",405
"407","10-10-2015","Cockatiel",1,"Northland",173.9477921,-35.2286099,"Y",406
"408","13-10-2015","Cockatiel",1,"Wellington",174.9326268,-41.1758445,"Y",407
"409","11-10-2015","Cockatiel",1,"Auckland",174.6764514,-36.9311652,"Y",408
"410","14-10-2015","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",409
"411","14-10-2015","Cockatiel",1,"Wellington",174.9982275,-40.8862636,"Y",410
"412","17-10-2015","Cockatiel",1,"Auckland",174.7410821,-36.7383256,"Y",411
"413","18-10-2015","Cockatiel",1,"Waikato",176.0702098,-38.6856924,"Y",412
"414","18-10-2015","Cockatiel",1,"Auckland",174.6925797,-36.5798792,"Y",413
"415","20-10-2015","Cockatiel",1,"Wellington",174.9982275,-40.8862636,"Y",414
"416","27-10-2015","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",415
"417","26-10-2015","Cockatiel",2,"Otago",170.3066476,-45.8438581,"Y",416
"418","31-10-2015","Cockatiel",1,"Auckland",174.9436176,-37.0677049,"Y",417
"419","01-11-2015","Cockatiel",1,"Hawkes Bay",176.848363,-39.5456191,"Y",418
"420","16-11-2015","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",419
"421","17-11-2015","Cockatiel",1,"Auckland",174.8321628,-36.8602877,"Y",420
"422","18-11-2015","Cockatiel",1,"Marlborough",173.9612498,-41.5134425,"Y",421
"423","19-11-2015","Cockatiel",1,"Auckland",174.8317729,-36.8482476,"Y",422
"424","19-11-2015","Cockatiel",1,"Auckland",174.6903661,-36.8902436,"Y",423
"425","20-11-2015","Cockatiel",1,"Auckland",174.9436176,-37.0677049,"Y",424
"426","22-11-2015","Cockatiel",1,"Waikato",175.1673235,-38.3436671,"Y",425
"427","19-11-2015","Cockatiel",1,"Auckland",174.9436176,-37.0677049,"Y",426
"428","20-11-2015","Cockatiel",1,"Auckland",174.8448951,-36.8505084,"Y",427
"429","19-11-2015","Cockatiel",1,"Manawatu",175.4375574,-39.7273356,"Y",428
"430","30-11-2015","Cockatiel",1,"Bay of Plenty",176.1384306,-37.6837156,"Y",429
"431","30-11-2015","Cockatiel",1,"Auckland",174.67688,-36.6188173,"Y",430
"432","03-12-2015","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",431
"433","06-12-2015","Cockatiel",2,"Wellington",174.9080557,-41.2091655,"Y",432
"434","06-12-2015","Cockatiel",2,"Auckland",174.7633315,-36.8484597,"Y",433
"435","08-12-2015","Cockatiel",1,"Auckland",174.7775801,-36.8698367,"Y",434
"436","09-12-2015","Cockatiel",1,"Auckland",174.87266,-36.9941017,"Y",435
"437","09-12-2015","Cockatiel",1,"Hawkes Bay",176.9120178,-39.4928444,"Y",436
"438","14-12-2015","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",437
"439","09-12-2015","Cockatiel",1,"Auckland",174.87266,-36.9941017,"Y",438
"440","12-12-2015","Cockatiel",1,"Northland",174.1541692,-35.6610342,"Y",439
"441","19-12-2015","Cockatiel",1,"Tasman",173.284188,-41.270474,"Y",440
"442","14-12-2015","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",441
"443","22-12-2015","Cockatiel",1,"Canterbury",172.6586652,-43.5576484,"Y",442
"444","17-12-2015","Cockatiel",1,"Bay of Plenty",176.1646398,-37.7093231,"Y",443
"445","20-12-2015","Cockatiel",1,"Auckland",174.9059502,-36.9521265,"Y",444
"446","24-12-2015","Cockatiel",1,"Wellington",174.7632381,-41.3060698,"Y",445
"447","21-12-2015","Cockatiel",2,"Canterbury",172.6362254,-43.5320544,"Y",446
"448","30-12-2015","Cockatiel",1,"Auckland",174.7281256,-36.8784843,"Y",447
"449","05-01-2016","Cockatiel",1,"Bay of Plenty",176.1187102,-37.7020715,"Y",448
"450","06-01-2016","Cockatiel",1,"Hawkes Bay",176.9120178,-39.4928444,"Y",449
"451","06-01-2015","Cockatiel",1,"Wellington",174.8406006,-41.1338998,"Y",450
"452","07-01-2016","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",451
"453","08-01-2016","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",452
"454","11-01-2016","Cockatiel",1,"Auckland",174.87266,-36.9941017,"Y",453
"455","19-01-2016","Cockatiel",1,"Waikato",175.279253,-37.7870012,"Y",454
"456","21-01-2016","Cockatiel",1,"Auckland",174.8982805,-37.0236736,"Y",455
"457","24-01-2016","Cockatiel",1,"Auckland",174.8072698,-36.9777063,"Y",456
"458","24-01-2016","Cockatiel",1,"Bay of Plenty",176.2497461,-38.1368478,"Y",457
"459","22-01-2016","Cockatiel",2,"Canterbury",172.6362254,-43.5320544,"Y",458
"460","26-01-2016","Cockatiel",1,"Auckland",174.6526513,-36.892294,"Y",459
"461","26-01-2016","Cockatiel",1,"Auckland",174.6540764,-36.9381822,"Y",460
"462","31-12-2015","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",461
"463","05-02-2016","Cockatiel",1,"Bay of Plenty",176.1384306,-37.6837156,"Y",462
"464","08-02-2016","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",463
"465","08-02-2016","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",464
"466","14-02-2016","Cockatiel",1,"Auckland",174.87266,-36.9941017,"Y",465
"467","15-02-2016","Cockatiel",1,"Wairarapa",175.6652175,-40.9487795,"Y",466
"468","15-02-2016","Cockatiel",1,"Auckland",174.7105101,-36.7777034,"Y",467
"469","16-02-2016","Cockatiel",1,"Auckland",174.5908856,-36.8750377,"Y",468
"470","16-02-2016","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",469
"471","22-02-2016","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",470
"472","22-02-2016","Cockatiel",1,"Wellington",174.8168172,-41.2142073,"Y",471
"473","24-02-2016","Cockatiel",1,"Waikato",175.279253,-37.7870012,"Y",472
"474","24-02-2016","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",473
"475","23-02-2016","Cockatiel",1,"Auckland",174.708587,-36.9169422,"Y",474
"476","27-02-2016","Cockatiel",1,"Auckland",174.7442342,-36.8027257,"Y",475
"477","26-02-2016","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",476
"478","29-02-2016","Cockatiel",2,"Wellington",174.7852836,-41.3415596,"Y",477
"479","27-02-2016","Cockatiel",1,"Waikato",175.7796564,-38.0510196,"Y",478
"480","06-03-2016","Cockatiel",1,"Auckland",174.615652,-36.8496256,"Y",479
"481","08-03-2016","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",480
"482","09-03-2016","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",481
"483","02-02-2016","Cockatiel",1,"Auckland",174.6959035,-36.7943193,"Y",482
"484","13-03-2016","Cockatiel",1,"Wellington",175.1560181,-40.7605869,"Y",483
"485","12-03-2016","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",484
"486","14-03-2016","Cockatiel",1,"Auckland",174.720907,-36.782031,"Y",485
"487","15-03-2016","Cockatiel",1,"Auckland",174.8836578,-36.9979168,"Y",486
"488","23-03-2016","Cockatiel",1,"Auckland",174.87266,-36.9941017,"Y",487
"489","26-03-2016","Cockatiel",1,"Waikato",175.5299286,-37.657196,"Y",488
"490","27-03-2016","Cockatiel",1,"Auckland",174.6899519,-36.5815524,"Y",489
"491","08-04-2016","Cockatiel",1,"Auckland",174.8621414,-36.8994879,"Y",490
"492","08-04-2016","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",491
"493","09-04-2016","Cockatiel",1,"Auckland",174.7388892,-36.8836131,"Y",492
"494","11-04-2016","Cockatiel",1,"Wellington",175.3136218,-40.8233475,"Y",493
"495","31-07-2015","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",494
"496","09-04-2016","Cockatiel",1,"Auckland",174.6383456,-36.8757949,"Y",495
"497","16-04-2016","Cockatiel",1,"Canterbury",171.7207069,-43.9211298,"Y",496
"498","19-04-2016","Cockatiel",1,"Northland",172.717336,-43.494659,"Y",497
"499","19-04-2016","Cockatiel",1,"Auckland",174.7342106,-36.9153719,"Y",498
"500","20-04-2016","Cockatiel",1,"Wellington",174.7966899,-41.3233455,"Y",499
"501","22-04-2016","Cockatiel",1,"Auckland",174.7616499,-36.8801967,"Y",500
"502","29-04-2016","Cockatiel",1,"Auckland",174.6277245,-36.8739289,"Y",501
"503","30-04-2016","Cockatiel",1,"Auckland",174.6925797,-36.5798792,"Y",502
"504","03-05-2016","Cockatiel",1,"Auckland",174.5512253,-36.6346044,"Y",503
"505","08-05-2016","Cockatiel",1,"Auckland",174.8579089,-36.851345,"Y",504
"506","15-05-2016","Cockatiel",1,"Hawkes Bay",176.9184912,-39.486801,"Y",505
"507","10-05-2016","Cockatiel",1,"Hawkes Bay",176.8392322,-39.6395783,"Y",506
"508","25-05-2016","Cockatiel",1,"Auckland",174.7616499,-36.8801967,"Y",507
"509","23-05-2016","Cockatiel",1,"Auckland",174.6540764,-36.9381822,"Y",508
"510","25-05-2016","Cockatiel",1,"Auckland",174.7993687,-36.8716341,"Y",509
"511","29-05-2016","Cockatiel",1,"Auckland",174.7204533,-36.9004173,"Y",510
"512","03-06-2016","Cockatiel",1,"Auckland",174.8638292,-36.901648,"Y",511
"513","06-06-2016","Cockatiel",1,"Waikato",175.3566632,-38.0385097,"Y",512
"514","07-06-2016","Cockatiel",1,"Auckland",174.7513379,-36.9227338,"Y",513
"515","13-06-2016","Cockatiel",1,"Auckland",174.6040281,-36.8196286,"Y",514
"516","14-06-2016","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",515
"517","12-06-2016","Cockatiel",1,"Auckland",174.6643404,-36.8983504,"Y",516
"518","18-06-2016","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",517
"519","18-06-2016","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",518
"520","19-06-2016","Cockatiel",1,"Wellington",174.9660007,-41.1726654,"Y",519
"521","26-06-2016","Cockatiel",1,"Wellington",175.0725343,-41.120082,"Y",520
"522","03-07-2016","Cockatiel",1,"Auckland",174.8317729,-36.8482476,"Y",521
"523","06-07-2016","Cockatiel",1,"Auckland",174.6214868,-36.8640427,"Y",522
"524","11-07-2016","Cockatiel",1,"Auckland",174.8568728,-36.8778678,"Y",523
"525","09-07-2016","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",524
"526","17-07-2016","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",525
"527","23-07-2016","Cockatiel",1,"Auckland",174.8613509,-36.8676673,"Y",526
"528","27-07-2016","Cockatiel",1,"Wellington",175.3136218,-40.8233475,"Y",527
"529","18-06-2016","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",528
"530","30-07-2016","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",529
"531","05-08-2016","Cockatiel",1,"Auckland",174.7339909,-37.2479443,"Y",530
"532","04-08-2016","Cockatiel",1,"Auckland",174.7948588,-36.8138939,"Y",531
"533","12-08-2016","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",532
"534","14-08-2016","Cockatiel",1,"Waikato",175.279253,-37.7870012,"Y",533
"535","20-08-2016","Cockatiel",1,"Auckland",174.8693018,-36.8603096,"Y",534
"536","02-09-2016","Cockatiel",1,"Auckland",174.7388892,-36.8836131,"Y",535
"537","04-09-2016","Cockatiel",1,"Auckland",174.9221233,-36.9457891,"Y",536
"538","31-08-2016","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",537
"539","10-09-2016","Cockatiel",1,"Auckland",174.9222711,-36.9292773,"Y",538
"540","10-09-2016","Cockatiel",2,"Wellington",174.7732259,-41.3357294,"Y",539
"541","18-09-2016","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",540
"542","22-09-2016","Cockatiel",1,"Northland",174.4290175,-35.7893779,"Y",541
"543","28-09-2016","Cockatiel",1,"Auckland",174.8679248,-36.8522524,"Y",542
"544","27-09-2016","Cockatiel",2,"Canterbury",171.1637245,-43.7542275,"Y",543
"545","30-09-2016","Cockatiel",1,"Auckland",174.7106057,-36.9091305,"Y",544
"546","04-10-2016","Cockatiel",1,"Auckland",174.5425402,-36.8504238,"Y",545
"547","07-10-2016","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",546
"548","09-10-2016","Cockatiel",1,"Auckland",174.6252843,-36.8617321,"Y",547
"549","10-10-2016","Cockatiel",1,"Canterbury",172.5814367,-43.5535488,"Y",548
"550","12-10-2016","Cockatiel",1,"Marlborough",173.2337952,-41.3153703,"Y",549
"551","17-10-2016","Cockatiel",1,"Southland",168.3537731,-46.4131866,"Y",550
"552","15-10-2016","Cockatiel",1,"Auckland",174.6999997,-36.9233601,"Y",551
"553","24-10-2016","Cockatiel",1,"Auckland",174.7607623,-36.9224201,"Y",552
"554","25-10-2016","Cockatiel",1,"Waikato",175.1830504,-37.7566577,"Y",553
"555","12-10-2016","Cockatiel",1,"Auckland",174.7306445,-36.817174,"Y",554
"556","29-10-2016","Cockatiel",1,"Auckland",174.5425402,-36.8504238,"Y",555
"557","30-10-2016","Cockatiel",1,"Manawatu",175.6175736,-40.349024,"Y",556
"558","10-11-2016","Cockatiel",1,"Canterbury",172.5957246,-43.303356,"Y",557
"559","18-11-2016","Cockatiel",1,"Auckland",174.7085142,-36.862213,"Y",558
"560","30-10-2016","Cockatiel",1,"Auckland",174.7155919,-36.8841017,"Y",559
"561","22-11-2016","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",560
"562","27-11-2017","Cockatiel",1,"Auckland",174.6899519,-36.5815524,"Y",561
"563","27-11-2016","Cockatiel",2,"Auckland",174.9543037,-37.0752029,"Y",562
"564","14-11-2016","Cockatiel",1,"Auckland",174.9261267,-36.9609517,"Y",563
"565","20-11-2016","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",564
"566","07-12-2016","Cockatiel",1,"Auckland",174.6517925,-36.8412139,"Y",565
"567","07-12-2016","Cockatiel",1,"Auckland",174.6296364,-36.8187874,"Y",566
"568","17-12-2016","Cockatiel",1,"Waikato",175.2681251,-37.776609,"Y",567
"569","18-12-2016","Cockatiel",1,"Manawatu",175.2861796,-40.6222455,"Y",568
"570","14-12-2016","Cockatiel",1,"Bay of Plenty",176.1227762,-37.8352725,"Y",569
"571","19-01-2017","Cockatiel",1,"Waikato",175.279253,-37.7870012,"Y",570
"572","16-02-2017","Cockatiel",1,"Auckland",174.87266,-36.9941017,"Y",571
"573","24-02-2017","Cockatiel",1,"Canterbury",172.6362254,-43.5320544,"Y",572
"574","21-02-2017","Cockatiel",1,"Waikato",175.2679964,-37.7926399,"Y",573
"575","27-02-2017","Cockatiel",1,"Auckland",174.7423705,-36.7491398,"Y",574
"576","27-02-2017","Cockatiel",1,"Auckland",174.7833333,-36.9,"Y",575
"577","28-02-2017","Cockatiel",1,"Auckland",174.7679551,-36.7863248,"Y",576
"578","26-02-2017","Cockatiel",1,"Waikato",175.279253,-37.7870012,"Y",577
"579","04-03-2017","Cockatiel",1,"Auckland",174.7134797,-36.9071094,"Y",578
"580","04-03-2017","Cockatiel",1,"Auckland",174.7484552,-36.7631726,"Y",579
"581","05-03-2017","Cockatiel",1,"Auckland",174.7800541,-36.8129703,"Y",580
"582","04-03-2017","Cockatiel",1,"Auckland",174.71075,-36.907806,"Y",581
"583","04-03-2017","Cockatiel",1,"Northland",174.1928085,-35.6600512,"Y",582
"584","14-03-2017","Cockatiel",1,"Auckland",174.8103418,-36.8736929,"Y",583
"585","15-03-2017","Cockatiel",1,"Auckland",174.5425402,-36.8504238,"Y",584
"586","17-03-2017","Cockatiel",1,"Auckland",174.8090243,-36.8977747,"Y",585
"587","19-03-2017","Cockatiel",1,"Wellington",174.7940016,-41.3066197,"Y",586
"588","21-03-2017","Cockatiel",2,"Hawkes Bay",176.857031,-39.5387224,"Y",587
"589","18-03-2017","Cockatiel",1,"Auckland",174.2577186,-36.4602858,"Y",588
"590","25-03-2017","Cockatiel",1,"Wellington",174.7732259,-41.3357294,"Y",589
"591","05-03-2017","Cockatiel",1,"Auckland",174.9035127,-37.20213,"Y",590
"592","30-03-2017","Cockatiel",1,"Auckland",174.7542009,-36.9006919,"Y",591
"593","01-04-2017","Cockatiel",1,"Auckland",174.87266,-36.9941017,"Y",592
"594","05-04-2017","Cockatiel",1,"Auckland",174.7751999,-36.8751474,"Y",593
"595","06-04-2017","Cockatiel",1,"Auckland",174.5425402,-36.8504238,"Y",594
"596","16-04-2017","Cockatiel",1,"Canterbury",172.7300766,-43.1564191,"Y",595
"597","23-04-2017","Cockatiel",1,"Auckland",174.87266,-36.9941017,"Y",596
"598","19-04-2017","Cockatiel",1,"Auckland",174.8707326,-36.9116458,"Y",597
"599","19-04-2017","Cockatiel",1,"Auckland",174.8707326,-36.9116458,"Y",598
"600","25-04-2017","Cockatiel",1,"Auckland",174.9223016,-37.0382811,"Y",599
"601","25-04-2017","Cockatiel",1,"Auckland",174.8101815,-36.8574631,"Y",600
"602","07-10-2015","Cockatiel",1,"Bay of Plenty",176.1651295,-37.6877975,"Y",601
"603","25-01-2014","Cockatiel",1,"Canterbury",172.5957246,-43.303356,"Y",602
"604","27-02-2016","Cockatiel",1,"Otago",170.1547567,-45.4790671,"Y",603
"605","01-03-2016","Cockatiel",4,"Waikato",175.279253,-37.7870012,"Y",604
"606","10-03-2014","Cockatiel",1,"Auckland",174.7633315,-36.8484597,"Y",605
"607","25-01-2016","Cockatiel",1,"Hawkes Bay",176.7556955,-39.5568781,"Y",606
"608","02-03-2016","Cockatiel",1,"Auckland",174.9027407,-37.0158014,"Y",607
"609","03-06-2016","Cockatiel",1,"Auckland",174.7616499,-36.8801967,"Y",608
"610","20-09-2013","Domestic pigeon",1,"Auckland",174.8982805,-37.0236736,"Y",609
"611","27-11-2015","Fischer's lovebird",1,"Waikato",175.2521682,-37.7589764,"Y",610
"612","19-09-2013","Lovebird spp",1,"Canterbury",172.6362254,-43.5320544,"Y",611
"613","21-12-2014","Lovebird spp",1,"Auckland",174.6996405,-36.5967056,"Y",612
"614","21-03-2014","Lovebird spp",1,"Manawatu",175.6194431,-40.341804,"Y",613
"615","27-09-2013","Lovebird spp",1,"Manawatu",175.4375574,-39.7273356,"Y",614
"616","27-10-2013","Lovebird spp",1,"Waikato",175.5413497,-37.1384423,"Y",615
"617","13-01-2014","Lovebird spp",1,"Auckland",174.7633315,-36.8484597,"Y",616
"618","02-02-2014","Lovebird spp",1,"Waikato",175.279253,-37.7870012,"Y",617
"619","21-02-2014","Lovebird spp",1,"Waikato",175.5497682,-37.1387942,"Y",618
"620","16-02-2014","Lovebird spp",1,"Waikato",175.4671792,-37.891119,"Y",619
"621","12-05-2014","Lovebird spp",1,"Auckland",174.7339909,-37.2479443,"Y",620
"622","13-07-2014","Lovebird spp",1,"Auckland",174.7633315,-36.8484597,"Y",621
"623","25-07-2014","Lovebird spp",2,"Marlborough",173.9612498,-41.5134425,"Y",622
"624","26-09-2014","Lovebird spp",1,"Otago",170.5027976,-45.8787605,"Y",623
"625","09-10-2014","Lovebird spp",1,"Canterbury",172.6362254,-43.5320544,"Y",624
"626","17-12-2014","Lovebird spp",2,"Auckland",174.7800541,-36.8129703,"Y",625
"627","01-03-2015","Lovebird spp",1,"Auckland",174.7633315,-36.8484597,"Y",626
"628","06-03-2015","Lovebird spp",1,"Auckland",174.6024053,-36.8638551,"Y",627
"629","09-03-2015","Lovebird spp",1,"Auckland",174.7155919,-36.8841017,"Y",628
"630","19-04-2015","Lovebird spp",1,"Canterbury",172.6362254,-43.5320544,"Y",629
"631","08-11-2015","Lovebird spp",1,"Canterbury",172.6839625,-43.5328864,"Y",630
"632","05-12-2015","Lovebird spp",2,"Canterbury",172.5957246,-43.303356,"Y",631
